,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
2279,Tamil Nadu,ERODE,1997,Kharif,Banana,2755.0,100639.0
2280,Tamil Nadu,ERODE,1997,Kharif,Horse-gram,7150.0,2100.0
2281,Tamil Nadu,ERODE,1997,Kharif,Onion,4201.0,49450.0
2282,Tamil Nadu,ERODE,1997,Kharif,Sesamum,15659.0,12320.0
2283,Tamil Nadu,ERODE,1997,Kharif,Small millets,128.0,110.0
2284,Tamil Nadu,ERODE,1997,Kharif,Tobacco,3442.0,5441.0
2285,Tamil Nadu,ERODE,1997,Whole Year,Arhar/Tur,1657.0,840.0
2286,Tamil Nadu,ERODE,1997,Whole Year,Bajra,1986.0,2890.0
2287,Tamil Nadu,ERODE,1997,Whole Year,Banana,4653.0,182310.0
2288,Tamil Nadu,ERODE,1997,Whole Year,Cashewnut,21.0,10.0
2289,Tamil Nadu,ERODE,1997,Whole Year,Castor seed,2033.0,570.0
2290,Tamil Nadu,ERODE,1997,Whole Year,Coriander,31.0,10.0
2291,Tamil Nadu,ERODE,1997,Whole Year,Cotton(lint),10585.0,23450.0
2292,Tamil Nadu,ERODE,1997,Whole Year,Dry chillies,1047.0,580.0
2293,Tamil Nadu,ERODE,1997,Whole Year,Dry ginger,2.0,60.0
2294,Tamil Nadu,ERODE,1997,Whole Year,Garlic,36.0,200.0
2295,Tamil Nadu,ERODE,1997,Whole Year,Groundnut,58715.0,103960.0
2296,Tamil Nadu,ERODE,1997,Whole Year,Jowar,13275.0,12170.0
2297,Tamil Nadu,ERODE,1997,Whole Year,Maize,3133.0,7150.0
2298,Tamil Nadu,ERODE,1997,Whole Year,Moong(Green Gram),4513.0,1200.0
2299,Tamil Nadu,ERODE,1997,Whole Year,Onion,1826.0,20630.0
2300,Tamil Nadu,ERODE,1997,Whole Year,Potato,69.0,1320.0
2301,Tamil Nadu,ERODE,1997,Whole Year,Pulses total,27058.0,7570.0
2302,Tamil Nadu,ERODE,1997,Whole Year,Ragi,12137.0,16110.0
2303,Tamil Nadu,ERODE,1997,Whole Year,Rapeseed &Mustard,102.0,20.0
2304,Tamil Nadu,ERODE,1997,Whole Year,Rice,60892.0,268930.0
2305,Tamil Nadu,ERODE,1997,Whole Year,Small millets,80.0,10.0
2306,Tamil Nadu,ERODE,1997,Whole Year,Sugarcane,24112.0,26930000.0
2307,Tamil Nadu,ERODE,1997,Whole Year,Sunflower,778.0,890.0
2308,Tamil Nadu,ERODE,1997,Whole Year,Sweet potato,4.0,60.0
2309,Tamil Nadu,ERODE,1997,Whole Year,Tapioca,7748.0,362040.0
2310,Tamil Nadu,ERODE,1997,Whole Year,Tobacco,4263.0,6730.0
2311,Tamil Nadu,ERODE,1997,Whole Year,Total foodgrain,118609.0,314940.0
2312,Tamil Nadu,ERODE,1997,Whole Year,Turmeric,9428.0,63290.0
2313,Tamil Nadu,ERODE,1997,Whole Year,Urad,1927.0,900.0
2314,Tamil Nadu,ERODE,1998,Kharif,Arhar/Tur,3005.0,2668.0
2315,Tamil Nadu,ERODE,1998,Kharif,Bajra,1078.0,1569.0
2316,Tamil Nadu,ERODE,1998,Kharif,Cotton(lint),10800.0,24165.0
2317,Tamil Nadu,ERODE,1998,Kharif,Dry ginger,2.0,63.0
2318,Tamil Nadu,ERODE,1998,Kharif,Groundnut,69353.0,131136.0
2319,Tamil Nadu,ERODE,1998,Kharif,Horse-gram,7461.0,2268.0
2320,Tamil Nadu,ERODE,1998,Kharif,Jowar,17900.0,18917.0
2321,Tamil Nadu,ERODE,1998,Kharif,Maize,4383.0,10006.0
2322,Tamil Nadu,ERODE,1998,Kharif,Moong(Green Gram),9993.0,4577.0
2323,Tamil Nadu,ERODE,1998,Kharif,Pulses total,34260.0,15192.0
2324,Tamil Nadu,ERODE,1998,Kharif,Ragi,11055.0,12410.0
2325,Tamil Nadu,ERODE,1998,Kharif,Rice,67387.0,232121.0
2326,Tamil Nadu,ERODE,1998,Kharif,Sesamum,21991.0,14800.0
2327,Tamil Nadu,ERODE,1998,Kharif,Small millets,11100.0,8200.0
2328,Tamil Nadu,ERODE,1998,Kharif,Sunflower,839.0,1242.0
2329,Tamil Nadu,ERODE,1998,Kharif,Total foodgrain,137019.0,29104.0
2330,Tamil Nadu,ERODE,1998,Kharif,Urad,9888.0,4835.0
2331,Tamil Nadu,ERODE,1998,Rabi,Gram,10.0,9.0
2332,Tamil Nadu,ERODE,1998,Whole Year,Banana,2820.0,110493.0
2333,Tamil Nadu,ERODE,1998,Whole Year,Black pepper,35.0,8.0
2334,Tamil Nadu,ERODE,1998,Whole Year,Cardamom,25.0,2.0
2335,Tamil Nadu,ERODE,1998,Whole Year,Cashewnut,17.0,3.0
2336,Tamil Nadu,ERODE,1998,Whole Year,Castor seed,3975.0,1419.0
2337,Tamil Nadu,ERODE,1998,Whole Year,Coriander,53.0,15.0
2338,Tamil Nadu,ERODE,1998,Whole Year,Dry chillies,1142.0,636.0
2339,Tamil Nadu,ERODE,1998,Whole Year,Garlic,140.0,786.0
2340,Tamil Nadu,ERODE,1998,Whole Year,Onion,4384.0,49526.0
2341,Tamil Nadu,ERODE,1998,Whole Year,Potato,12.0,230.0
2342,Tamil Nadu,ERODE,1998,Whole Year,Rapeseed &Mustard,72.0,17.0
2343,Tamil Nadu,ERODE,1998,Whole Year,Sannhamp,1397.0,1018.0
2344,Tamil Nadu,ERODE,1998,Whole Year,Sugarcane,21581.0,2579080.0
2345,Tamil Nadu,ERODE,1998,Whole Year,Sweet potato,22.0,374.0
2346,Tamil Nadu,ERODE,1998,Whole Year,Tapioca,5037.0,235359.0
2347,Tamil Nadu,ERODE,1998,Whole Year,Tobacco,3606.0,5712.0
2348,Tamil Nadu,ERODE,1998,Whole Year,Turmeric,9256.0,62135.0
2349,Tamil Nadu,ERODE,1999,Kharif,Arhar/Tur,1539.0,1136.0
2350,Tamil Nadu,ERODE,1999,Kharif,Bajra,1189.0,2949.0
2351,Tamil Nadu,ERODE,1999,Kharif,Castor seed,1160.0,321.0
2352,Tamil Nadu,ERODE,1999,Kharif,Cotton(lint),8553.0,17032.0
2353,Tamil Nadu,ERODE,1999,Kharif,Dry ginger,1.0,27.0
2354,Tamil Nadu,ERODE,1999,Kharif,Groundnut,59889.0,122176.0
2355,Tamil Nadu,ERODE,1999,Kharif,Horse-gram,8772.0,2077.0
2356,Tamil Nadu,ERODE,1999,Kharif,Jowar,12051.0,7402.0
2357,Tamil Nadu,ERODE,1999,Kharif,Korra,2.0,1.0
2358,Tamil Nadu,ERODE,1999,Kharif,Maize,4566.0,10444.0
2359,Tamil Nadu,ERODE,1999,Kharif,Moong(Green Gram),8165.0,3887.0
2360,Tamil Nadu,ERODE,1999,Kharif,Ragi,9789.0,8883.0
2361,Tamil Nadu,ERODE,1999,Kharif,Rice,64481.0,270611.0
2362,Tamil Nadu,ERODE,1999,Kharif,Sesamum,29928.0,23397.0
2363,Tamil Nadu,ERODE,1999,Kharif,Sunflower,600.0,689.0
2364,Tamil Nadu,ERODE,1999,Kharif,Urad,6400.0,3315.0
2365,Tamil Nadu,ERODE,1999,Rabi,Rapeseed &Mustard,172.0,39.0
2366,Tamil Nadu,ERODE,1999,Rabi,Samai,5.0,3.0
2367,Tamil Nadu,ERODE,1999,Whole Year,Banana,2755.0,100639.0
2368,Tamil Nadu,ERODE,1999,Whole Year,Cardamom,20.0,2.0
2369,Tamil Nadu,ERODE,1999,Whole Year,Cashewnut,58.0,17.0
2370,Tamil Nadu,ERODE,1999,Whole Year,Coriander,1.0,841.0
2371,Tamil Nadu,ERODE,1999,Whole Year,Dry chillies,1439.0,970.0
2372,Tamil Nadu,ERODE,1999,Whole Year,Garlic,41.0,231.0
2373,Tamil Nadu,ERODE,1999,Whole Year,Guar seed,22994.0,310638.0
2374,Tamil Nadu,ERODE,1999,Whole Year,Onion,4201.0,49450.0
2375,Tamil Nadu,ERODE,1999,Whole Year,Potato,11.0,187.0
2376,Tamil Nadu,ERODE,1999,Whole Year,Sannhamp,1653.0,1205.0
2377,Tamil Nadu,ERODE,1999,Whole Year,Sugarcane,22994.0,2933211.0
2378,Tamil Nadu,ERODE,1999,Whole Year,Tapioca,2882.0,125079.0
2379,Tamil Nadu,ERODE,1999,Whole Year,Tobacco,3442.0,5441.0
2380,Tamil Nadu,ERODE,1999,Whole Year,Turmeric,11207.0,71269.0
2381,Tamil Nadu,ERODE,2000,Kharif,Arhar/Tur,2630.0,1941.0
2382,Tamil Nadu,ERODE,2000,Kharif,Bajra,1132.0,2079.0
2383,Tamil Nadu,ERODE,2000,Kharif,Castor seed,3468.0,961.0
2384,Tamil Nadu,ERODE,2000,Kharif,Cotton(lint),11156.0,22347.0
2385,Tamil Nadu,ERODE,2000,Kharif,Dry ginger,4.0,106.0
2386,Tamil Nadu,ERODE,2000,Kharif,Groundnut,53405.0,93297.0
2387,Tamil Nadu,ERODE,2000,Kharif,Horse-gram,9268.0,2158.0
2388,Tamil Nadu,ERODE,2000,Kharif,Jowar,13448.0,11694.0
2389,Tamil Nadu,ERODE,2000,Kharif,Maize,6391.0,14618.0
2390,Tamil Nadu,ERODE,2000,Kharif,Mesta,6.0,24.0
2391,Tamil Nadu,ERODE,2000,Kharif,Moong(Green Gram),8503.0,4422.0
2392,Tamil Nadu,ERODE,2000,Kharif,Other Cereals & Millets,29.0,16.0
2393,Tamil Nadu,ERODE,2000,Kharif,Other Kharif pulses,5358.0,1147.0
2394,Tamil Nadu,ERODE,2000,Kharif,Ragi,10018.0,8297.0
2395,Tamil Nadu,ERODE,2000,Kharif,Rice,68130.0,306471.0
2396,Tamil Nadu,ERODE,2000,Kharif,Sesamum,35252.0,27443.0
2397,Tamil Nadu,ERODE,2000,Kharif,Sunflower,474.0,623.0
2398,Tamil Nadu,ERODE,2000,Kharif,Urad,7221.0,3740.0
2399,Tamil Nadu,ERODE,2000,Rabi,Gram,50.0,36.0
2400,Tamil Nadu,ERODE,2000,Rabi,Rapeseed &Mustard,115.0,26.0
2401,Tamil Nadu,ERODE,2000,Whole Year,Banana,2986.0,109077.0
2402,Tamil Nadu,ERODE,2000,Whole Year,Black pepper,1.0,841.0
2403,Tamil Nadu,ERODE,2000,Whole Year,Dry chillies,1891.0,1029.0
2404,Tamil Nadu,ERODE,2000,Whole Year,Garlic,91.0,512.0
2405,Tamil Nadu,ERODE,2000,Whole Year,Onion,4652.0,54759.0
2406,Tamil Nadu,ERODE,2000,Whole Year,Potato,8.0,146.0
2407,Tamil Nadu,ERODE,2000,Whole Year,Sannhamp,810.0,590.0
2408,Tamil Nadu,ERODE,2000,Whole Year,Sugarcane,28120.0,3587105.0
2409,Tamil Nadu,ERODE,2000,Whole Year,Tapioca,6624.0,287482.0
2410,Tamil Nadu,ERODE,2000,Whole Year,Tobacco,3914.0,6187.0
2411,Tamil Nadu,ERODE,2000,Whole Year,Turmeric,10664.0,65697.0
2412,Tamil Nadu,ERODE,2001,Kharif,Arhar/Tur,1539.0,1000.0
2413,Tamil Nadu,ERODE,2001,Kharif,Bajra,677.0,740.0
2414,Tamil Nadu,ERODE,2001,Kharif,Cotton(lint),9738.0,21230.0
2415,Tamil Nadu,ERODE,2001,Kharif,Groundnut,41170.0,66480.0
2416,Tamil Nadu,ERODE,2001,Kharif,Jowar,12140.0,3820.0
2417,Tamil Nadu,ERODE,2001,Kharif,Moong(Green Gram),4328.0,1830.0
2418,Tamil Nadu,ERODE,2001,Kharif,Ragi,10483.0,11700.0
2419,Tamil Nadu,ERODE,2001,Kharif,Rice,50474.0,233910.0
2420,Tamil Nadu,ERODE,2001,Kharif,Sesamum,9336.0,6590.0
2421,Tamil Nadu,ERODE,2001,Kharif,Sunflower,375.0,610.0
2422,Tamil Nadu,ERODE,2001,Kharif,Urad,2250.0,1240.0
2423,Tamil Nadu,ERODE,2001,Whole Year,Sugarcane,35875.0,5297300.0
2424,Tamil Nadu,ERODE,2002,Kharif,Arhar/Tur,488.0,266.0
2425,Tamil Nadu,ERODE,2002,Kharif,Bajra,1583.0,1350.0
2426,Tamil Nadu,ERODE,2002,Kharif,Castor seed,852.0,237.0
2427,Tamil Nadu,ERODE,2002,Kharif,Cotton(lint),2709.0,4717.0
2428,Tamil Nadu,ERODE,2002,Kharif,Groundnut,27513.0,35111.0
2429,Tamil Nadu,ERODE,2002,Kharif,Horse-gram,7830.0,1510.0
2430,Tamil Nadu,ERODE,2002,Kharif,Jowar,3383.0,1811.0
2431,Tamil Nadu,ERODE,2002,Kharif,Korra,2.0,2.0
2432,Tamil Nadu,ERODE,2002,Kharif,Maize,7354.0,16806.0
2433,Tamil Nadu,ERODE,2002,Kharif,Moong(Green Gram),4460.0,1899.0
2434,Tamil Nadu,ERODE,2002,Kharif,Other Kharif pulses,11118.0,2381.0
2435,Tamil Nadu,ERODE,2002,Kharif,Ragi,9574.0,10599.0
2436,Tamil Nadu,ERODE,2002,Kharif,Rice,16691.0,74471.0
2437,Tamil Nadu,ERODE,2002,Kharif,Samai,30.0,22.0
2438,Tamil Nadu,ERODE,2002,Kharif,Sesamum,12474.0,8295.0
2439,Tamil Nadu,ERODE,2002,Kharif,Small millets,2.0,1.0
2440,Tamil Nadu,ERODE,2002,Kharif,Sunflower,339.0,462.0
2441,Tamil Nadu,ERODE,2002,Kharif,Urad,1962.0,586.0
2442,Tamil Nadu,ERODE,2002,Rabi,Gram,353.0,277.0
2443,Tamil Nadu,ERODE,2002,Rabi,Rapeseed &Mustard,96.0,22.0
2444,Tamil Nadu,ERODE,2002,Whole Year,Arecanut,121.0,841.0
2445,Tamil Nadu,ERODE,2002,Whole Year,Ash Gourd,11.0,0.0
2446,Tamil Nadu,ERODE,2002,Whole Year,Banana,4450.0,139630.0
2447,Tamil Nadu,ERODE,2002,Whole Year,Beans & Mutter(Vegetable),93.0,0.0
2448,Tamil Nadu,ERODE,2002,Whole Year,Beet Root,17.0,0.0
2449,Tamil Nadu,ERODE,2002,Whole Year,Bhindi,161.0,1199.0
2450,Tamil Nadu,ERODE,2002,Whole Year,Bitter Gourd,3.0,0.0
2451,Tamil Nadu,ERODE,2002,Whole Year,Bottle Gourd,3.0,0.0
2452,Tamil Nadu,ERODE,2002,Whole Year,Brinjal,293.0,2234.0
2453,Tamil Nadu,ERODE,2002,Whole Year,Cabbage,22.0,1291.0
2454,Tamil Nadu,ERODE,2002,Whole Year,Cashewnut,34.0,10.0
2455,Tamil Nadu,ERODE,2002,Whole Year,Cauliflower,10.0,0.0
2456,Tamil Nadu,ERODE,2002,Whole Year,Citrus Fruit,87.0,96.0
2457,Tamil Nadu,ERODE,2002,Whole Year,Coconut,17377.0,161700.0
2458,Tamil Nadu,ERODE,2002,Whole Year,Cucumber,8.0,0.0
2459,Tamil Nadu,ERODE,2002,Whole Year,Drum Stick,552.0,0.0
2460,Tamil Nadu,ERODE,2002,Whole Year,Dry chillies,665.0,519.0
2461,Tamil Nadu,ERODE,2002,Whole Year,Garlic,43.0,242.0
2462,Tamil Nadu,ERODE,2002,Whole Year,Grapes,3.0,44.0
2463,Tamil Nadu,ERODE,2002,Whole Year,Jack Fruit,14.0,158.0
2464,Tamil Nadu,ERODE,2002,Whole Year,Lab-Lab,146.0,0.0
2465,Tamil Nadu,ERODE,2002,Whole Year,Mango,1012.0,6064.0
2466,Tamil Nadu,ERODE,2002,Whole Year,Onion,1785.0,22534.0
2467,Tamil Nadu,ERODE,2002,Whole Year,Orange,43.0,66.0
2468,Tamil Nadu,ERODE,2002,Whole Year,Other Citrus Fruit,131.0,0.0
2469,Tamil Nadu,ERODE,2002,Whole Year,Other Fresh Fruits,121.0,0.0
2470,Tamil Nadu,ERODE,2002,Whole Year,Other Vegetables,219.0,0.0
2471,Tamil Nadu,ERODE,2002,Whole Year,Papaya,18.0,0.0
2472,Tamil Nadu,ERODE,2002,Whole Year,Pome Fruit,182.0,952.0
2473,Tamil Nadu,ERODE,2002,Whole Year,Pome Granet,10.0,0.0
2474,Tamil Nadu,ERODE,2002,Whole Year,Potato,58.0,1103.0
2475,Tamil Nadu,ERODE,2002,Whole Year,Pump Kin,121.0,0.0
2476,Tamil Nadu,ERODE,2002,Whole Year,Ribed Guard,13.0,0.0
2477,Tamil Nadu,ERODE,2002,Whole Year,Snak Guard,18.0,0.0
2478,Tamil Nadu,ERODE,2002,Whole Year,Sugarcane,27376.0,3337780.0
2479,Tamil Nadu,ERODE,2002,Whole Year,Sweet potato,3.0,41.0
2480,Tamil Nadu,ERODE,2002,Whole Year,Tapioca,3745.0,76725.0
2481,Tamil Nadu,ERODE,2002,Whole Year,Tobacco,6.0,8.0
2482,Tamil Nadu,ERODE,2002,Whole Year,Tomato,682.0,8930.0
2483,Tamil Nadu,ERODE,2002,Whole Year,Turmeric,6135.0,28781.0
2484,Tamil Nadu,ERODE,2002,Whole Year,Water Melon,12.0,0.0
2485,Tamil Nadu,ERODE,2002,Whole Year,Yam,375.0,0.0
2486,Tamil Nadu,ERODE,2003,Kharif,Arhar/Tur,953.0,445.0
2487,Tamil Nadu,ERODE,2003,Kharif,Bajra,1566.0,1703.0
2488,Tamil Nadu,ERODE,2003,Kharif,Castor seed,1123.0,311.0
2489,Tamil Nadu,ERODE,2003,Kharif,Cotton(lint),2815.0,3852.0
2490,Tamil Nadu,ERODE,2003,Kharif,Groundnut,32090.0,40870.0
2491,Tamil Nadu,ERODE,2003,Kharif,Horse-gram,8515.0,2008.0
2492,Tamil Nadu,ERODE,2003,Kharif,Jowar,6094.0,3302.0
2493,Tamil Nadu,ERODE,2003,Kharif,Maize,10495.0,23991.0
2494,Tamil Nadu,ERODE,2003,Kharif,Moong(Green Gram),5379.0,2693.0
2495,Tamil Nadu,ERODE,2003,Kharif,Other Kharif pulses,12423.0,2660.0
2496,Tamil Nadu,ERODE,2003,Kharif,Ragi,8429.0,6804.0
2497,Tamil Nadu,ERODE,2003,Kharif,Rice,1944.0,7962.0
2498,Tamil Nadu,ERODE,2003,Kharif,Sesamum,6871.0,4320.0
2499,Tamil Nadu,ERODE,2003,Kharif,Small millets,105.0,104.0
2500,Tamil Nadu,ERODE,2003,Kharif,Sunflower,657.0,1093.0
2501,Tamil Nadu,ERODE,2003,Kharif,Urad,2195.0,548.0
2502,Tamil Nadu,ERODE,2003,Rabi,Gram,300.0,236.0
2503,Tamil Nadu,ERODE,2003,Rabi,Rapeseed &Mustard,72.0,17.0
2504,Tamil Nadu,ERODE,2003,Whole Year,Arecanut,134.0,841.0
2505,Tamil Nadu,ERODE,2003,Whole Year,Ash Gourd,46.0,0.0
2506,Tamil Nadu,ERODE,2003,Whole Year,Banana,4090.0,111558.0
2507,Tamil Nadu,ERODE,2003,Whole Year,Beans & Mutter(Vegetable),75.0,0.0
2508,Tamil Nadu,ERODE,2003,Whole Year,Beet Root,9.0,0.0
2509,Tamil Nadu,ERODE,2003,Whole Year,Bhindi,138.0,966.0
2510,Tamil Nadu,ERODE,2003,Whole Year,Bitter Gourd,8.0,0.0
2511,Tamil Nadu,ERODE,2003,Whole Year,Black pepper,1.0,841.0
2512,Tamil Nadu,ERODE,2003,Whole Year,Bottle Gourd,1.0,0.0
2513,Tamil Nadu,ERODE,2003,Whole Year,Brinjal,355.0,3969.0
2514,Tamil Nadu,ERODE,2003,Whole Year,Cabbage,17.0,1080.0
2515,Tamil Nadu,ERODE,2003,Whole Year,Carrot,2.0,0.0
2516,Tamil Nadu,ERODE,2003,Whole Year,Cashewnut,63.0,22.0
2517,Tamil Nadu,ERODE,2003,Whole Year,Cauliflower,3.0,0.0
2518,Tamil Nadu,ERODE,2003,Whole Year,Citrus Fruit,90.0,94.0
2519,Tamil Nadu,ERODE,2003,Whole Year,Coconut,17486.0,101900.0
2520,Tamil Nadu,ERODE,2003,Whole Year,Coriander,4.0,1.0
2521,Tamil Nadu,ERODE,2003,Whole Year,Cucumber,1.0,0.0
2522,Tamil Nadu,ERODE,2003,Whole Year,Drum Stick,550.0,8.0
2523,Tamil Nadu,ERODE,2003,Whole Year,Dry chillies,767.0,601.0
2524,Tamil Nadu,ERODE,2003,Whole Year,Garlic,18.0,101.0
2525,Tamil Nadu,ERODE,2003,Whole Year,Grapes,7.0,169.0
2526,Tamil Nadu,ERODE,2003,Whole Year,Jack Fruit,12.0,116.0
2527,Tamil Nadu,ERODE,2003,Whole Year,Lab-Lab,204.0,0.0
2528,Tamil Nadu,ERODE,2003,Whole Year,Mango,989.0,4109.0
2529,Tamil Nadu,ERODE,2003,Whole Year,Onion,1320.0,9485.0
2530,Tamil Nadu,ERODE,2003,Whole Year,Orange,98.0,192.0
2531,Tamil Nadu,ERODE,2003,Whole Year,Other Citrus Fruit,165.0,0.0
2532,Tamil Nadu,ERODE,2003,Whole Year,Other Fresh Fruits,156.0,0.0
2533,Tamil Nadu,ERODE,2003,Whole Year,Other Vegetables,132.0,0.0
2534,Tamil Nadu,ERODE,2003,Whole Year,Papaya,53.0,0.0
2535,Tamil Nadu,ERODE,2003,Whole Year,Plums,13.0,0.0
2536,Tamil Nadu,ERODE,2003,Whole Year,Pome Fruit,172.0,1208.0
2537,Tamil Nadu,ERODE,2003,Whole Year,Pome Granet,14.0,0.0
2538,Tamil Nadu,ERODE,2003,Whole Year,Potato,128.0,1995.0
2539,Tamil Nadu,ERODE,2003,Whole Year,Pump Kin,40.0,0.0
2540,Tamil Nadu,ERODE,2003,Whole Year,Ribed Guard,12.0,0.0
2541,Tamil Nadu,ERODE,2003,Whole Year,Snak Guard,6.0,0.0
2542,Tamil Nadu,ERODE,2003,Whole Year,Sugarcane,13371.0,1366904.0
2543,Tamil Nadu,ERODE,2003,Whole Year,Sweet potato,7.0,101.0
2544,Tamil Nadu,ERODE,2003,Whole Year,Tapioca,3834.0,136176.0
2545,Tamil Nadu,ERODE,2003,Whole Year,Tomato,573.0,7050.0
2546,Tamil Nadu,ERODE,2003,Whole Year,Turmeric,5862.0,32566.0
2547,Tamil Nadu,ERODE,2003,Whole Year,Water Melon,3.0,0.0
2548,Tamil Nadu,ERODE,2003,Whole Year,Yam,330.0,0.0
2549,Tamil Nadu,ERODE,2004,Kharif,Arhar/Tur,1428.0,953.0
2550,Tamil Nadu,ERODE,2004,Kharif,Bajra,1333.0,1673.0
2551,Tamil Nadu,ERODE,2004,Kharif,Castor seed,1347.0,373.0
2552,Tamil Nadu,ERODE,2004,Kharif,Cotton(lint),5434.0,12272.0
2553,Tamil Nadu,ERODE,2004,Kharif,Groundnut,44660.0,82524.0
2554,Tamil Nadu,ERODE,2004,Kharif,Horse-gram,8442.0,2141.0
2555,Tamil Nadu,ERODE,2004,Kharif,Jowar,745.0,446.0
2556,Tamil Nadu,ERODE,2004,Kharif,Maize,15759.0,36028.0
2557,Tamil Nadu,ERODE,2004,Kharif,Moong(Green Gram),5644.0,2484.0
2558,Tamil Nadu,ERODE,2004,Kharif,Other Kharif pulses,13098.0,2804.0
2559,Tamil Nadu,ERODE,2004,Kharif,Ragi,8065.0,9463.0
2560,Tamil Nadu,ERODE,2004,Kharif,Rice,55347.0,216247.0
2561,Tamil Nadu,ERODE,2004,Kharif,Sesamum,17277.0,13852.0
2562,Tamil Nadu,ERODE,2004,Kharif,Small millets,37.0,31.0
2563,Tamil Nadu,ERODE,2004,Kharif,Sunflower,1857.0,3213.0
2564,Tamil Nadu,ERODE,2004,Kharif,Urad,1962.0,521.0
2565,Tamil Nadu,ERODE,2004,Rabi,Gram,8.0,6.0
2566,Tamil Nadu,ERODE,2004,Rabi,Rapeseed &Mustard,80.0,18.0
2567,Tamil Nadu,ERODE,2004,Whole Year,Arecanut,155.0,182.0
2568,Tamil Nadu,ERODE,2004,Whole Year,Banana,6433.0,249044.0
2569,Tamil Nadu,ERODE,2004,Whole Year,Cardamom,1.0,841.0
2570,Tamil Nadu,ERODE,2004,Whole Year,Cashewnut,94.0,34.0
2571,Tamil Nadu,ERODE,2004,Whole Year,Coconut,17603.0,191700.0
2572,Tamil Nadu,ERODE,2004,Whole Year,Coriander,4.0,2.0
2573,Tamil Nadu,ERODE,2004,Whole Year,Dry chillies,863.0,731.0
2574,Tamil Nadu,ERODE,2004,Whole Year,Garlic,24.0,135.0
2575,Tamil Nadu,ERODE,2004,Whole Year,Onion,1679.0,22739.0
2576,Tamil Nadu,ERODE,2004,Whole Year,Potato,97.0,1404.0
2577,Tamil Nadu,ERODE,2004,Whole Year,Sugarcane,19948.0,2675825.0
2578,Tamil Nadu,ERODE,2004,Whole Year,Sweet potato,35.0,529.0
2579,Tamil Nadu,ERODE,2004,Whole Year,Tapioca,4039.0,153407.0
2580,Tamil Nadu,ERODE,2004,Whole Year,Turmeric,8025.0,60470.0
2581,Tamil Nadu,ERODE,2005,Kharif,Arhar/Tur,1217.0,1596.0
2582,Tamil Nadu,ERODE,2005,Kharif,Bajra,468.0,565.0
2583,Tamil Nadu,ERODE,2005,Kharif,Castor seed,1296.0,359.0
2584,Tamil Nadu,ERODE,2005,Kharif,Cotton(lint),4652.0,12347.0
2585,Tamil Nadu,ERODE,2005,Kharif,Dry ginger,3.0,58.0
2586,Tamil Nadu,ERODE,2005,Kharif,Groundnut,46990.0,78747.0
2587,Tamil Nadu,ERODE,2005,Kharif,Horse-gram,7331.0,2520.0
2588,Tamil Nadu,ERODE,2005,Kharif,Jowar,2490.0,950.0
2589,Tamil Nadu,ERODE,2005,Kharif,Maize,13850.0,841.0
2590,Tamil Nadu,ERODE,2005,Kharif,Moong(Green Gram),4535.0,2584.0
2591,Tamil Nadu,ERODE,2005,Kharif,Other Kharif pulses,4406.0,2214.0
2592,Tamil Nadu,ERODE,2005,Kharif,Ragi,7069.0,7092.0
2593,Tamil Nadu,ERODE,2005,Kharif,Rice,43539.0,179564.0
2594,Tamil Nadu,ERODE,2005,Kharif,Sesamum,13350.0,10465.0
2595,Tamil Nadu,ERODE,2005,Kharif,Small millets,22.0,16.0
2596,Tamil Nadu,ERODE,2005,Kharif,Soyabean,13.0,841.0
2597,Tamil Nadu,ERODE,2005,Kharif,Sunflower,1714.0,3372.0
2598,Tamil Nadu,ERODE,2005,Kharif,Urad,1736.0,894.0
2599,Tamil Nadu,ERODE,2005,Rabi,Gram,8.0,6.0
2600,Tamil Nadu,ERODE,2005,Rabi,Rapeseed &Mustard,58.0,13.0
2601,Tamil Nadu,ERODE,2005,Whole Year,Arecanut,144.0,396.0
2602,Tamil Nadu,ERODE,2005,Whole Year,Banana,7710.0,377037.0
2603,Tamil Nadu,ERODE,2005,Whole Year,Black pepper,3.0,1.0
2604,Tamil Nadu,ERODE,2005,Whole Year,Cardamom,3.0,841.0
2605,Tamil Nadu,ERODE,2005,Whole Year,Cashewnut,143.0,54.0
2606,Tamil Nadu,ERODE,2005,Whole Year,Coconut,18472.0,3128.0
2607,Tamil Nadu,ERODE,2005,Whole Year,Coriander,2.0,1.0
2608,Tamil Nadu,ERODE,2005,Whole Year,Dry chillies,677.0,953.0
2609,Tamil Nadu,ERODE,2005,Whole Year,Garlic,13.0,73.0
2610,Tamil Nadu,ERODE,2005,Whole Year,Onion,1879.0,19302.0
2611,Tamil Nadu,ERODE,2005,Whole Year,Potato,126.0,1878.0
2612,Tamil Nadu,ERODE,2005,Whole Year,Sugarcane,41402.0,4457712.0
2613,Tamil Nadu,ERODE,2005,Whole Year,Sweet potato,42.0,876.0
2614,Tamil Nadu,ERODE,2005,Whole Year,Tapioca,6364.0,316161.0
2615,Tamil Nadu,ERODE,2005,Whole Year,Tobacco,2789.0,4423.0
2616,Tamil Nadu,ERODE,2005,Whole Year,Turmeric,8586.0,61813.0
2617,Tamil Nadu,ERODE,2006,Kharif,Rice,38548.0,161599.0
2618,Tamil Nadu,ERODE,2006,Kharif,Small millets,27.0,34.0
2619,Tamil Nadu,ERODE,2006,Whole Year,Arecanut,164.0,715.0
